"sample_type" "gene" "expression_level"
"1621" "Tumor" "PTEN" 1.21
"1622" "Tumor" "PTEN" 1.14
"1623" "Tumor" "PTEN" 0.27
"1624" "Tumor" "PTEN" 0.55
"1625" "Tumor" "PTEN" -0.3
"1626" "Tumor" "PTEN" 0.89
"1627" "Tumor" "PTEN" 0.64
"1628" "Tumor" "PTEN" 1.07
"1629" "Tumor" "PTEN" 1.35
"1630" "Tumor" "PTEN" 0.6
"1631" "Tumor" "PTEN" 0.12
"1632" "Tumor" "PTEN" 0.9
"1633" "Tumor" "PTEN" 1.22
"1634" "Tumor" "PTEN" 0.41
"1635" "Tumor" "PTEN" -0.88
"1636" "Tumor" "PTEN" 1
"1637" "Tumor" "PTEN" 1.26
"1638" "Tumor" "PTEN" 0.45
"1639" "Tumor" "PTEN" 1.16
"1640" "Tumor" "PTEN" 1.42
"1641" "Tumor" "PTEN" 0.96
"1642" "Tumor" "PTEN" 0.38
"1643" "Tumor" "PTEN" 1.27
"1644" "Tumor" "PTEN" 1.19
"1645" "Tumor" "PTEN" 1.2
"1646" "Tumor" "PTEN" 0.82
"1647" "Tumor" "PTEN" 0.78
"1648" "Tumor" "PTEN" 0.94
"1649" "Tumor" "PTEN" -0.48
"1650" "Tumor" "PTEN" 0.92
"1651" "Tumor" "PTEN" 2.8
"1652" "Tumor" "PTEN" 1.29
"1653" "Tumor" "PTEN" 0.8
"1654" "Tumor" "PTEN" 0.6
"1655" "Tumor" "PTEN" 2.02
"1656" "Tumor" "PTEN" 1.35
"1657" "Tumor" "PTEN" 0.91
"1658" "Tumor" "PTEN" 1.32
"1659" "Tumor" "PTEN" 0.79
"1660" "Tumor" "PTEN" 2.32
"1661" "Tumor" "PTEN" 1.09
"1662" "Tumor" "PTEN" 1.33
"1663" "Tumor" "PTEN" 0.5
"1664" "Tumor" "PTEN" 0.71
"1665" "Tumor" "PTEN" 1.36
"1666" "Tumor" "PTEN" 0.78
"1667" "Tumor" "PTEN" 0.26
"1668" "Tumor" "PTEN" 1.19
"1669" "Tumor" "PTEN" 0.86
"1670" "Tumor" "PTEN" 0.8
"1671" "Tumor" "PTEN" 0.76
"1672" "Tumor" "PTEN" 0.93
"1673" "Tumor" "PTEN" 0.99
"1674" "Tumor" "PTEN" 1.38
"1675" "Tumor" "PTEN" 0.92
"1676" "Tumor" "PTEN" 0.54
"1677" "Tumor" "PTEN" 1.2
"1678" "Tumor" "PTEN" 1.54
"1679" "Tumor" "PTEN" 1.11
"1680" "Tumor" "PTEN" 0.74
"1681" "Tumor" "PTEN" -0.45
"1682" "Tumor" "PTEN" 1.42
"1683" "Tumor" "PTEN" 1.64
"1684" "Tumor" "PTEN" 1.19
"1685" "Tumor" "PTEN" -0.6
"1686" "Tumor" "PTEN" 1.08
"1687" "Tumor" "PTEN" 1.56
"1688" "Tumor" "PTEN" 1.86
"1689" "Tumor" "PTEN" 0.73
"1690" "Tumor" "PTEN" 2.25
"1691" "Tumor" "PTEN" 1.83
"1692" "Tumor" "PTEN" 0.76
"1693" "Tumor" "PTEN" 1.44
"1694" "Tumor" "PTEN" 1.34
"1695" "Tumor" "PTEN" 1.32
"1696" "Tumor" "PTEN" 1.59
"1697" "Tumor" "PTEN" 1.2
"1698" "Tumor" "PTEN" 1.53
"1699" "Tumor" "PTEN" 1.41
"1700" "Tumor" "PTEN" 0.86
"1701" "Tumor" "PTEN" 1.27
"1702" "Tumor" "PTEN" 0.73
"1703" "Tumor" "PTEN" 1.33
"1704" "Tumor" "PTEN" 1.17
"1705" "Tumor" "PTEN" 1.41
"1706" "Tumor" "PTEN" 1.21
"1707" "Tumor" "PTEN" 0.5
"1708" "Tumor" "PTEN" 1.45
"1709" "Tumor" "PTEN" 1.48
"1710" "Tumor" "PTEN" 0.68
"1711" "Tumor" "PTEN" 0.7
"1712" "Tumor" "PTEN" 1.28
"1713" "Tumor" "PTEN" 0.96
"1714" "Tumor" "PTEN" 1.37
"1715" "Tumor" "PTEN" 0.46
"1716" "Tumor" "PTEN" 1.07
"1717" "Tumor" "PTEN" 1.14
"1718" "Tumor" "PTEN" 0.96
"1719" "Tumor" "PTEN" 0.49
"1720" "Tumor" "PTEN" 1.51
"1721" "Tumor" "PTEN" 0.21
"1722" "Tumor" "PTEN" 0.92
"1723" "Tumor" "PTEN" 0.95
"1724" "Tumor" "PTEN" 0.72
"1725" "Tumor" "PTEN" 0.37
"1726" "Tumor" "PTEN" 0.48
"1727" "Tumor" "PTEN" 0.95
"1728" "Tumor" "PTEN" 0.35
"1729" "Tumor" "PTEN" 1.13
"1730" "Tumor" "PTEN" 0.46
"1731" "Tumor" "PTEN" 1.45
"1732" "Tumor" "PTEN" 0.8
"1733" "Tumor" "PTEN" 1.14
"1734" "Tumor" "PTEN" 1.17
"1735" "Tumor" "PTEN" 1.67
"1736" "Tumor" "PTEN" 0.34
"1737" "Tumor" "PTEN" 0.68
"1738" "Tumor" "PTEN" 1.19
"1739" "Tumor" "PTEN" 0.78
"1740" "Tumor" "PTEN" 0.93
"1741" "Tumor" "PTEN" 1.13
"1742" "Tumor" "PTEN" 1.03
"1743" "Tumor" "PTEN" 1.3
"1744" "Tumor" "PTEN" 1.61
"1745" "Tumor" "PTEN" 0.27
"1746" "Tumor" "PTEN" 1.06
"1747" "Tumor" "PTEN" 0.49
"1748" "Tumor" "PTEN" 0.53
"1749" "Tumor" "PTEN" 0.52
"1750" "Tumor" "PTEN" 0.96
"1751" "Tumor" "PTEN" 0.58
"1752" "Tumor" "PTEN" 1.39
"1753" "Tumor" "PTEN" 1.18
"1754" "Tumor" "PTEN" 0.45
"1755" "Tumor" "PTEN" 1.14
"1756" "Tumor" "PTEN" -0.66
"1757" "Tumor" "PTEN" 1
"1758" "Tumor" "PTEN" 0.6
"1759" "Tumor" "PTEN" 0.34
"1760" "Tumor" "PTEN" 1.12
"1761" "Tumor" "PTEN" 1.84
"1762" "Tumor" "PTEN" 1.26
"1763" "Tumor" "PTEN" 2.47
"1764" "Tumor" "PTEN" 0.42
"1765" "Tumor" "PTEN" 1.45
"1766" "Tumor" "PTEN" 1.51
"1767" "Tumor" "PTEN" 1.24
"1768" "Tumor" "PTEN" 1.74
"1769" "Tumor" "PTEN" 1.66
"1770" "Tumor" "PTEN" 0.96
"1771" "Tumor" "PTEN" 1.64
"1772" "Tumor" "PTEN" 0.88
"1773" "Tumor" "PTEN" 1.44
"1774" "Tumor" "PTEN" 0.23
"1775" "Tumor" "PTEN" 2.32
"1776" "Tumor" "PTEN" 0.75
"1777" "Tumor" "PTEN" 1.29
"1778" "Tumor" "PTEN" 0.86
"1779" "Tumor" "PTEN" -0.18
"1780" "Tumor" "PTEN" 1.6
"1781" "Tumor" "PTEN" 0.41
"1782" "Tumor" "PTEN" 0.13
"1783" "Tumor" "PTEN" 1.21
"1784" "Tumor" "PTEN" 1.69
"1785" "Tumor" "PTEN" 1.02
"1786" "Tumor" "PTEN" 1.46
"1787" "Tumor" "PTEN" 1.6
"1788" "Tumor" "PTEN" 0.91
"1789" "Tumor" "PTEN" 1.16
"1790" "Tumor" "PTEN" 0.98
"1791" "Tumor" "PTEN" 1.43
"1792" "Tumor" "PTEN" 1.74
"1793" "Tumor" "PTEN" 1.12
"1794" "Tumor" "PTEN" 1.98
"1795" "Tumor" "PTEN" 1.13
"1796" "Tumor" "PTEN" 1.18
"1797" "Tumor" "PTEN" 1.22
"1798" "Tumor" "PTEN" 0.5
"1799" "Tumor" "PTEN" 0.52
"1800" "Tumor" "PTEN" 1.82
"1801" "Tumor" "PTEN" 1.34
"1802" "Tumor" "PTEN" 1.3
"1803" "Tumor" "PTEN" 1.29
"1804" "Tumor" "PTEN" 0.22
"1805" "Tumor" "PTEN" 0.4
"1806" "Tumor" "PTEN" 0.47
"1807" "Tumor" "PTEN" 0.12
"1808" "Tumor" "PTEN" 1.5
"1809" "Tumor" "PTEN" 1.76
"1810" "Tumor" "PTEN" 0.82
"1811" "Tumor" "PTEN" 0.3
"1812" "Tumor" "PTEN" 0.38
"1813" "Tumor" "PTEN" 0.7
"1814" "Tumor" "PTEN" -1.33
"1815" "Tumor" "PTEN" 1.03
"1816" "Tumor" "PTEN" 0.39
"1817" "Tumor" "PTEN" -0.32
"1818" "Tumor" "PTEN" 1.13
"1819" "Tumor" "PTEN" 1.33
"1820" "Tumor" "PTEN" 0.82
"1821" "Tumor" "PTEN" 0.98
"1822" "Tumor" "PTEN" -0.72
"1823" "Tumor" "PTEN" 0.34
"1824" "Tumor" "PTEN" 0.3
"1825" "Tumor" "PTEN" 0.15
"1826" "Tumor" "PTEN" 1.5
"1827" "Tumor" "PTEN" 0.85
"1828" "Tumor" "PTEN" -0.18
"1829" "Tumor" "PTEN" 0.78
"1830" "Tumor" "PTEN" 0.87
"1831" "Tumor" "PTEN" 0.77
"1832" "Tumor" "PTEN" 1.57
"1833" "Tumor" "PTEN" 0.63
"1834" "Tumor" "PTEN" 0.8
"1835" "Tumor" "PTEN" 0.76
"1836" "Tumor" "PTEN" 0.59
"1837" "Tumor" "PTEN" 0.58
"1838" "Tumor" "PTEN" 0.82
"1839" "Tumor" "PTEN" -0.22
"1840" "Tumor" "PTEN" -0.11
"1841" "Tumor" "PTEN" 0.85
"1842" "Tumor" "PTEN" 0.89
"1843" "Tumor" "PTEN" -1.99
"1844" "Tumor" "PTEN" 1.48
"1845" "Tumor" "PTEN" 0.63
"1846" "Tumor" "PTEN" -0.34
"1847" "Tumor" "PTEN" 0
"1848" "Tumor" "PTEN" 0.36
"1849" "Tumor" "PTEN" 0
"1850" "Tumor" "PTEN" 1.11
"1851" "Tumor" "PTEN" 0.89
"1852" "Tumor" "PTEN" 0.05
"1853" "Tumor" "PTEN" 1.08
"1854" "Tumor" "PTEN" -0.08
"1855" "Tumor" "PTEN" 1.28
"1856" "Tumor" "PTEN" 0.93
"1857" "Tumor" "PTEN" 1.36
"1858" "Tumor" "PTEN" 0.68
"1859" "Tumor" "PTEN" 0.47
"1860" "Tumor" "PTEN" 0.9
"1861" "Tumor" "PTEN" 0.9
"1862" "Tumor" "PTEN" 1.78
"1863" "Tumor" "PTEN" 0.27
"1864" "Tumor" "PTEN" -0.46
"1865" "Tumor" "PTEN" -0.11
"1866" "Tumor" "PTEN" 1.26
"1867" "Tumor" "PTEN" 0.92
"1868" "Tumor" "PTEN" 0.78
"1869" "Tumor" "PTEN" 1.97
"1870" "Tumor" "PTEN" 1.85
"1871" "Tumor" "PTEN" 1.48
"1872" "Tumor" "PTEN" 0.53
"1873" "Tumor" "PTEN" 0.46
"1874" "Tumor" "PTEN" 2.69
"1875" "Tumor" "PTEN" 1.64
"1876" "Tumor" "PTEN" 1.28
"1877" "Tumor" "PTEN" 1.2
"1878" "Tumor" "PTEN" 0.93
"1879" "Tumor" "PTEN" 0.99
"1880" "Tumor" "PTEN" 2.5
"1881" "Tumor" "PTEN" 0.72
"1882" "Tumor" "PTEN" 0.22
"1883" "Tumor" "PTEN" 0.35
"1884" "Tumor" "PTEN" 0.36
"1885" "Tumor" "PTEN" 0.69
"1886" "Tumor" "PTEN" 0.15
"1887" "Tumor" "PTEN" 1.65
"1888" "Tumor" "PTEN" 0.88
"1889" "Tumor" "PTEN" 0.74
"1890" "Tumor" "PTEN" 0.76
"1891" "Tumor" "PTEN" -0.51
"1892" "Tumor" "PTEN" 0.64
"1893" "Tumor" "PTEN" 2.64
"1894" "Tumor" "PTEN" 1.45
"1895" "Tumor" "PTEN" 0.24
"1896" "Normal" "PTEN" 0.82
"1897" "Normal" "PTEN" 0.86
"1898" "Normal" "PTEN" 0.88
"1899" "Normal" "PTEN" -1.9
"1900" "Normal" "PTEN" 0.79
"1901" "Normal" "PTEN" -0.54
"1902" "Normal" "PTEN" 0.6
"1903" "Normal" "PTEN" 0.83
"1904" "Normal" "PTEN" 0.65
"1905" "Normal" "PTEN" 0.55
"1906" "Normal" "PTEN" 0.23
"1907" "Normal" "PTEN" -0.01
"1908" "Normal" "PTEN" -0.38
"1909" "Normal" "PTEN" 0.03
"1910" "Normal" "PTEN" -0.21
"1911" "Normal" "PTEN" 0.02
"1912" "Normal" "PTEN" 1.27
"1913" "Normal" "PTEN" -0.14
"1914" "Normal" "PTEN" 1.14
"1915" "Normal" "PTEN" 0.43
"1916" "Normal" "PTEN" 1.23
"1917" "Normal" "PTEN" 1.54
"1918" "Normal" "PTEN" 0.45
"1919" "Normal" "PTEN" 0.75
"1920" "Normal" "PTEN" -0.59
"1921" "Normal" "PTEN" -1.35
"1922" "Normal" "PTEN" -0.75
"1923" "Normal" "PTEN" -0.01
"1924" "Normal" "PTEN" -0.05
"1925" "Normal" "PTEN" 0.54
"1926" "Normal" "PTEN" 0.51
"1927" "Normal" "PTEN" 1.91
"1928" "Normal" "PTEN" 1.64
"1929" "Normal" "PTEN" 0.31
"1930" "Normal" "PTEN" -0.11
"1931" "Normal" "PTEN" 1.05
"1932" "Normal" "PTEN" 1.14
"1933" "Normal" "PTEN" -0.01
"1934" "Normal" "PTEN" 0.39
"1935" "Normal" "PTEN" 0.94
"1936" "Normal" "PTEN" -0.03
"1937" "Normal" "PTEN" 0.61
"1938" "Normal" "PTEN" 0.66
"1939" "Normal" "PTEN" 0.9
"1940" "Normal" "PTEN" -0.43
"1941" "Normal" "PTEN" 0.41
"1942" "Normal" "PTEN" 0.78
"1943" "Normal" "PTEN" 1.01
"1944" "Normal" "PTEN" 1.19
"1945" "Normal" "PTEN" 0.92
"1946" "Normal" "PTEN" -0.65
"1947" "Normal" "PTEN" 1.6
"1948" "Normal" "PTEN" 0.75
"1949" "Normal" "PTEN" -0.08
"1950" "Normal" "PTEN" 1.21
"1951" "Normal" "PTEN" 1.12
"1952" "Normal" "PTEN" 1.12
"1953" "Normal" "PTEN" 0.66
"1954" "Normal" "PTEN" -0.1
"1955" "Normal" "PTEN" 0.09
"1956" "Normal" "PTEN" -0.05
"1957" "Normal" "PTEN" 1.6
"1958" "Normal" "PTEN" -0.37
"1959" "Normal" "PTEN" 0.43
"1960" "Normal" "PTEN" 0.36
"1961" "Normal" "PTEN" 0.32
"1962" "Normal" "PTEN" 1.81
"1963" "Normal" "PTEN" 0.41
"1964" "Normal" "PTEN" 1.27
"1965" "Normal" "PTEN" 1.66
"1966" "Normal" "PTEN" 0.71
"1967" "Normal" "PTEN" 0.65
"1968" "Normal" "PTEN" -0.01
"1969" "Normal" "PTEN" 1.05
"1970" "Normal" "PTEN" 0.52
"1971" "Normal" "PTEN" -0.35
"1972" "Normal" "PTEN" 0.35
"1973" "Normal" "PTEN" 0.28
"1974" "Normal" "PTEN" 0.11
"1975" "Normal" "PTEN" -0.79
"1976" "Normal" "PTEN" -0.75
"1977" "Normal" "PTEN" 0.5
"1978" "Normal" "PTEN" -0.63
"1979" "Normal" "PTEN" -2.75
"1980" "Normal" "PTEN" -0.52
"1981" "Normal" "PTEN" -0.34
"1982" "Normal" "PTEN" 0.71
"1983" "Normal" "PTEN" 0.82
"1984" "Normal" "PTEN" 0.24
"1985" "Normal" "PTEN" 0.88
"1986" "Normal" "PTEN" 0.84
"1987" "Normal" "PTEN" -0.27
"1988" "Normal" "PTEN" 0.03
"1989" "Normal" "PTEN" 1.18
"1990" "Normal" "PTEN" -0.02
"1991" "Normal" "PTEN" 0.38
"1992" "Normal" "PTEN" -0.34
"1993" "Normal" "PTEN" -0.4
"1994" "Normal" "PTEN" 1.27
"1995" "Normal" "PTEN" 1.22
"1996" "Normal" "PTEN" -0.14
"1997" "Normal" "PTEN" 0.56
"1998" "Normal" "PTEN" 0.19
"1999" "Normal" "PTEN" 1.17
"2000" "Normal" "PTEN" -0.23
"2001" "Normal" "PTEN" 0.07
"2002" "Normal" "PTEN" 1.27
"2003" "Normal" "PTEN" 0.4
"2004" "Normal" "PTEN" -0.46
"2005" "Normal" "PTEN" -2.72
"2006" "Normal" "PTEN" 0.13
"2007" "Normal" "PTEN" 1.24
"2008" "Normal" "PTEN" 0.28
"2009" "Normal" "PTEN" -0.11
"2010" "Normal" "PTEN" -0.23
"2011" "Normal" "PTEN" -0.44
"2012" "Normal" "PTEN" -0.39
"2013" "Normal" "PTEN" 0.73
"2014" "Normal" "PTEN" 0.63
"2015" "Normal" "PTEN" -0.67
"2016" "Normal" "PTEN" -0.34
"2017" "Normal" "PTEN" -0.07
"2018" "Normal" "PTEN" -1.13
"2019" "Normal" "PTEN" 0.35
"2020" "Normal" "PTEN" 1.23
"2021" "Normal" "PTEN" -0.45
"2022" "Normal" "PTEN" -0.61
"2023" "Normal" "PTEN" 0.68
"2024" "Normal" "PTEN" 1.38
"2025" "Normal" "PTEN" 1.93
"2026" "Normal" "PTEN" 1.28
"2027" "Normal" "PTEN" -0.16
"2028" "Normal" "PTEN" 0.64
"2029" "Normal" "PTEN" 0.24
"2030" "Normal" "PTEN" 1.43
"2031" "Normal" "PTEN" 0.83
"2032" "Normal" "PTEN" 0.85
"2033" "Normal" "PTEN" 0.7
"2034" "Normal" "PTEN" 1.02
"2035" "Normal" "PTEN" -0.4
"2036" "Normal" "PTEN" -0.18
"2037" "Normal" "PTEN" 0.16
"2038" "Normal" "PTEN" 0.98
"2039" "Normal" "PTEN" -0.7
"2040" "Normal" "PTEN" 0.84
"2041" "Normal" "PTEN" 1.06
"2042" "Normal" "PTEN" 0.12
"2043" "Normal" "PTEN" -1.31
"2044" "Normal" "PTEN" 0.26
"2045" "Normal" "PTEN" 0.09
"2046" "Normal" "PTEN" 0.38
"2047" "Normal" "PTEN" -0.58
"2048" "Normal" "PTEN" 1.11
"2049" "Normal" "PTEN" 0.97
"2050" "Normal" "PTEN" -0.02
"2051" "Normal" "PTEN" 0.43
"2052" "Normal" "PTEN" -1.26
"2053" "Normal" "PTEN" -1.92
"2054" "Normal" "PTEN" 1.12
"2055" "Normal" "PTEN" 0.24
"2056" "Normal" "PTEN" 1.36
"2057" "Normal" "PTEN" 1.29
"2058" "Normal" "PTEN" 1.27
"2059" "Normal" "PTEN" 1.37
"2060" "Normal" "PTEN" -0.99
"2061" "Normal" "PTEN" 0.48
"2062" "Normal" "PTEN" 0.35
"2063" "Normal" "PTEN" 0.17
"2064" "Normal" "PTEN" 1.09
"2065" "Normal" "PTEN" 0.62
"2066" "Normal" "PTEN" 0.8
"2067" "Normal" "PTEN" 0.87
"2068" "Normal" "PTEN" 1.48
"2069" "Normal" "PTEN" 1.04
"2070" "Normal" "PTEN" 0.81
"2071" "Normal" "PTEN" -1.17
"2072" "Normal" "PTEN" 1
"2073" "Normal" "PTEN" -0.04
"2074" "Normal" "PTEN" 0.58
"2075" "Normal" "PTEN" 0.13
"2076" "Normal" "PTEN" 0.49
"2077" "Normal" "PTEN" 0.51
"2078" "Normal" "PTEN" 0.24
"2079" "Normal" "PTEN" -0.21
"2080" "Normal" "PTEN" -0.3
"2081" "Normal" "PTEN" 0.97
"2082" "Normal" "PTEN" 0.98
"2083" "Normal" "PTEN" 1.23
"2084" "Normal" "PTEN" 1.43
"2085" "Normal" "PTEN" 0
"2086" "Normal" "PTEN" 0.14
"2087" "Normal" "PTEN" -1.54
"2088" "Normal" "PTEN" -0.48
"2089" "Normal" "PTEN" 0.21
"2090" "Normal" "PTEN" 0.64
"2091" "Normal" "PTEN" 0.44
"2092" "Normal" "PTEN" 1
"2093" "Normal" "PTEN" 0.01
"2094" "Normal" "PTEN" 0.5
"2095" "Normal" "PTEN" 0
"2096" "Normal" "PTEN" 1.43
"2097" "Normal" "PTEN" -0.43
"2098" "Normal" "PTEN" 0.69
"2099" "Normal" "PTEN" 1.81
"2100" "Normal" "PTEN" 0.13
"2101" "Normal" "PTEN" -0.17
"2102" "Normal" "PTEN" 0.23
"2103" "Normal" "PTEN" 0.29
"2104" "Normal" "PTEN" 0.45
"2105" "Normal" "PTEN" 0.34
"2106" "Normal" "PTEN" 0.79
"2107" "Normal" "PTEN" 0.55
"2108" "Normal" "PTEN" -0.82
"2109" "Normal" "PTEN" 1.57
"2110" "Normal" "PTEN" -1.7
"2111" "Normal" "PTEN" 0.74
"2112" "Normal" "PTEN" -0.02
"2113" "Normal" "PTEN" 0.88
"2114" "Normal" "PTEN" 0.42
"2115" "Normal" "PTEN" 0.2
"2116" "Normal" "PTEN" -0.91
"2117" "Normal" "PTEN" 0.42
"2118" "Normal" "PTEN" 1.37
"2119" "Normal" "PTEN" 0.35
"2120" "Normal" "PTEN" 0.19
"2121" "Normal" "PTEN" 0.08
"2122" "Normal" "PTEN" -2.61
"2123" "Normal" "PTEN" 0.34
"2124" "Normal" "PTEN" 0.55
"2125" "Normal" "PTEN" 1.01
"2126" "Normal" "PTEN" 1.21
"2127" "Normal" "PTEN" 1.07
"2128" "Normal" "PTEN" 0.73
"2129" "Normal" "PTEN" 1.5
"2130" "Normal" "PTEN" 1.05
"2131" "Normal" "PTEN" 0.89
"2132" "Normal" "PTEN" 0.27
"2133" "Normal" "PTEN" 1.2
"2134" "Normal" "PTEN" 0.63
"2135" "Normal" "PTEN" 1.15
"2136" "Normal" "PTEN" 1.19
"2137" "Normal" "PTEN" 0.97
"2138" "Normal" "PTEN" 0.48
"2139" "Normal" "PTEN" 1.01
"2140" "Normal" "PTEN" 1.48
"2141" "Normal" "PTEN" -0.17
"2142" "Normal" "PTEN" 0.99
"2143" "Normal" "PTEN" 0.36
"2144" "Normal" "PTEN" 0.12
"2145" "Normal" "PTEN" 0.09
"2146" "Normal" "PTEN" 0.3
"2147" "Normal" "PTEN" 0.76
"2148" "Normal" "PTEN" 0.48
"2149" "Normal" "PTEN" 0.87
"2150" "Normal" "PTEN" 0.04
"2151" "Normal" "PTEN" 1.35
"2152" "Normal" "PTEN" 1.95
"2153" "Normal" "PTEN" 2.08
"2154" "Normal" "PTEN" 1.06
"2155" "Normal" "PTEN" 0.26
"2156" "Normal" "PTEN" 1.01
"2157" "Normal" "PTEN" 0.07
"2158" "Normal" "PTEN" 1.33
"2159" "Normal" "PTEN" 1.22
"2160" "Normal" "PTEN" 0.77
"2161" "Normal" "PTEN" 0.6
"2162" "Normal" "PTEN" 1.28
"2163" "Normal" "PTEN" 0.8
"2164" "Normal" "PTEN" 1.56
"2165" "Normal" "PTEN" 0.45
"2166" "Normal" "PTEN" 1.01
"2167" "Normal" "PTEN" 0.88
"2168" "Normal" "PTEN" -1.06
"2169" "Normal" "PTEN" 1.32
"2170" "Normal" "PTEN" 1.09
"2171" "Normal" "PTEN" 1.35
"2172" "Normal" "PTEN" 1.81
"2173" "Normal" "PTEN" 1.55
"2174" "Normal" "PTEN" 0.32
"2175" "Normal" "PTEN" 0.44
"2176" "Normal" "PTEN" 0.92
"2177" "Normal" "PTEN" 0.91
"2178" "Normal" "PTEN" 0.21
"2179" "Normal" "PTEN" 1.38
"2180" "Normal" "PTEN" 0.37
"2181" "Normal" "PTEN" 0.69
"2182" "Normal" "PTEN" 0.7
"2183" "Normal" "PTEN" 0.95
"2184" "Normal" "PTEN" 0.07
"2185" "Normal" "PTEN" 0.87
"2186" "Normal" "PTEN" -0.62
"2187" "Normal" "PTEN" 0.73
"2188" "Normal" "PTEN" 1.33
"2189" "Normal" "PTEN" 0.86
"2190" "Normal" "PTEN" -1.11
"2191" "Normal" "PTEN" 1.32
"2192" "Normal" "PTEN" 0.47
"2193" "Normal" "PTEN" -0.03
"2194" "Normal" "PTEN" 0.59
"2195" "Normal" "PTEN" 1.04
"2196" "Normal" "PTEN" -1.94
"2197" "Normal" "PTEN" 0.82
"2198" "Normal" "PTEN" 1.21
"2199" "Normal" "PTEN" -1.67
"2200" "Normal" "PTEN" 0.55
"2201" "Normal" "PTEN" 0.41
"2202" "Normal" "PTEN" 0.48
"2203" "Normal" "PTEN" 1.75
"2204" "Normal" "PTEN" -1.24
"2205" "Normal" "PTEN" 1.11
"2206" "Normal" "PTEN" 1.65
"2207" "Normal" "PTEN" 0.16
"2208" "Normal" "PTEN" 0.21
"2209" "Normal" "PTEN" 1.27
"2210" "Normal" "PTEN" 0.65
"2211" "Normal" "PTEN" 0.4
"2212" "Normal" "PTEN" 1.15
"2213" "Normal" "PTEN" 0.48
"2214" "Normal" "PTEN" -1.42
"2215" "Normal" "PTEN" 0.51
"2216" "Normal" "PTEN" 0.29
"2217" "Normal" "PTEN" 0.87
"2218" "Normal" "PTEN" 1.77
"2219" "Normal" "PTEN" 0.7
"2220" "Normal" "PTEN" 0.97
"2221" "Normal" "PTEN" 1.67
"2222" "Normal" "PTEN" 1.49
"2223" "Normal" "PTEN" 0.76
"2224" "Normal" "PTEN" 0.74
"2225" "Normal" "PTEN" 0.72
"2226" "Normal" "PTEN" 1.27
"2227" "Normal" "PTEN" 1.88
"2228" "Normal" "PTEN" 0.15
"2229" "Normal" "PTEN" 0.92
"2230" "Normal" "PTEN" 0.97
"2231" "Normal" "PTEN" 1.42
"2232" "Normal" "PTEN" 0.12
"2233" "Normal" "PTEN" 1.32
"2234" "Normal" "PTEN" 1.92
"2235" "Normal" "PTEN" 1.65
"2236" "Normal" "PTEN" 1.2
"2237" "Normal" "PTEN" 0.96
"2238" "Normal" "PTEN" 1.21
"2239" "Normal" "PTEN" 0.92
"2240" "Normal" "PTEN" 0.19
"2241" "Normal" "PTEN" 1.26
"2242" "Normal" "PTEN" 1.87
"2243" "Normal" "PTEN" 1.65
"2244" "Normal" "PTEN" 1
"2245" "Normal" "PTEN" -0.3
"2246" "Normal" "PTEN" -0.29
"2247" "Normal" "PTEN" 0.19
"2248" "Normal" "PTEN" 1.91
"2249" "Normal" "PTEN" 0.77
"2250" "Normal" "PTEN" -1.46
"2251" "Normal" "PTEN" 0.69
"2252" "Normal" "PTEN" 0.76
"2253" "Normal" "PTEN" 0.34
"2254" "Normal" "PTEN" 1.73
"2255" "Normal" "PTEN" 1.16
"2256" "Normal" "PTEN" 0.8
"2257" "Normal" "PTEN" 1.48
"2258" "Normal" "PTEN" 1.5
"2259" "Normal" "PTEN" 1.27
"2260" "Normal" "PTEN" 1.56
"2261" "Normal" "PTEN" 0.92
"2262" "Normal" "PTEN" 0.77
"2263" "Normal" "PTEN" 1.26
"2264" "Normal" "PTEN" -0.18
"2265" "Normal" "PTEN" 1.7
"2266" "Normal" "PTEN" 1.46
"2267" "Normal" "PTEN" 1.11
"2268" "Normal" "PTEN" 1.4
"2269" "Normal" "PTEN" 1.82
"2270" "Normal" "PTEN" -0.02
"2271" "Normal" "PTEN" -0.14
"2272" "Normal" "PTEN" 0.26
"2273" "Normal" "PTEN" 0.43
"2274" "Normal" "PTEN" 0.49
"2275" "Normal" "PTEN" -0.12
"2276" "Normal" "PTEN" 0.28
"2277" "Normal" "PTEN" 0.3
"2278" "Normal" "PTEN" 0.77
"2279" "Normal" "PTEN" 1.77
"2280" "Normal" "PTEN" 0.28
"2281" "Normal" "PTEN" -0.04
"2282" "Normal" "PTEN" 1.29
"2283" "Normal" "PTEN" 1.13
"2284" "Normal" "PTEN" 0.27
"2285" "Normal" "PTEN" -0.39
"2286" "Normal" "PTEN" 1.19
"2287" "Normal" "PTEN" 0.23
"2288" "Normal" "PTEN" 0.4
"2289" "Normal" "PTEN" 0.7
"2290" "Normal" "PTEN" 1.59
"2291" "Normal" "PTEN" -0.2
"2292" "Normal" "PTEN" 0.74
"2293" "Normal" "PTEN" 0.92
"2294" "Normal" "PTEN" 0.88
"2295" "Normal" "PTEN" 0.28
"2296" "Normal" "PTEN" -0.67
"2297" "Normal" "PTEN" 1.38
"2298" "Normal" "PTEN" 1.04
"2299" "Normal" "PTEN" 0.58
"2300" "Normal" "PTEN" 0.14
"2301" "Normal" "PTEN" 0.87
"2302" "Normal" "PTEN" 0.42
"2303" "Normal" "PTEN" -0.09
"2304" "Normal" "PTEN" 1.48
"2305" "Normal" "PTEN" 0.96
"2306" "Normal" "PTEN" 0.82
